ortho,lemme
tremblantes,tremblant
tremblants,tremblant
bijoux,bijoux
boeuf,boeuf
boeufs,boeuf
cerna,cerner
cernaient,cerner
cernais,cerner
cernait,cerner
cernant,cerner
cerne,cerner
cernent,cerner
cerner,cerner
cernez,cerner
cerniez,cerner
cernons,cerner
cerné,cerner
cernée,cerner
cernées,cerner
cernés,cerner
classique,classique
classiques,classique
contrôla,contrôler
contrôlai,contrôler
contrôlaient,contrôler
contrôlais,contrôler
contrôlait,contrôler
contrôlant,contrôler
contrôle,contrôler
contrôlent,contrôler
contrôler,contrôler
contrôlera,contrôler
contrôlerai,contrôler
contrôlerais,contrôler
contrôlerait,contrôler
contrôleras,contrôler
contrôlerez,contrôler
contrôleriez,contrôler
contrôlerons,contrôler
contrôleront,contrôler
contrôles,contrôler
contrôlez,contrôler
contrôliez,contrôler
contrôlions,contrôler
contrôlons,contrôler
contrôlâmes,contrôler
contrôlèrent,contrôler
contrôlé,contrôler
contrôlée,contrôler
contrôlées,contrôler
contrôlés,contrôler
drôle,drôle
drôles,drôle
jouet,jouet
jouets,jouet
mélancolie,mélancolie
mélancolies,mélancolie
noce,noce
noces,noce
attendri,attendrir
attendrie,attendrir
attendries,attendrir
attendrir,attendrir
attendrirait,attendrir
attendriras,attendrir
attendrirent,attendrir
attendris,attendrir
attendrissaient,attendrir
attendrissais,attendrir
attendrissait,attendrir
attendrissant,attendrir
attendrisse,attendrir
attendrissent,attendrir
attendrissons,attendrir
attendrit,attendrir
augmenta,augmenter
augmentaient,augmenter
augmentais,augmenter
augmentait,augmenter
augmentant,augmenter
augmente,augmenter
augmentent,augmenter
augmenter,augmenter
augmentera,augmenter
augmenterai,augmenter
augmenteraient,augmenter
augmenterais,augmenter
augmenterait,augmenter
augmenteras,augmenter
augmenterez,augmenter
augmenteront,augmenter
augmentez,augmenter
augmentions,augmenter
augmentons,augmenter
augmentât,augmenter
augmentèrent,augmenter
augmenté,augmenter
augmentée,augmenter
augmentées,augmenter
augmentés,augmenter
ceux-ci,ceux-ci
charrette,charrette
charrettes,charrette
considérable,considérable
considérables,considérable
hurlement,hurlement
hurlements,hurlement
incertain,incertain
incertaine,incertain
incertaines,incertain
incertains,incertain
jet,jet
jets,jet
treize,treize
allumette,allumette
allumettes,allumette
autorisa,autoriser
autorisai,autoriser
autorisaient,autoriser
autorisais,autoriser
autorisait,autoriser
autorisant,autoriser
autorisassent,autoriser
autorise,autoriser
autorisent,autoriser
autoriser,autoriser
autorisera,autoriser
autoriserai,autoriser
autoriserais,autoriser
autoriserait,autoriser
autoriserez,autoriser
autoriserons,autoriser
autoriseront,autoriser
autorises,autoriser
autorisez,autoriser
autorisiez,autoriser
autorisions,autoriser
autorisons,autoriser
autorisât,autoriser
autorisèrent,autoriser
autorisé,autoriser
autorisée,autoriser
autorisées,autoriser
autorisés,autoriser
inquiétant,inquiétant
inquiétante,inquiétant
inquiétantes,inquiétant
inquiétants,inquiétant
monstrueuse,monstrueux
monstrueuses,monstrueux
monstrueux,monstrueux
muraille,muraille
murailles,muraille
tendance,tendance
tendances,tendance
vedette,vedette
vedettes,vedette
violemment,violemment
commentaire,commentaire
commentaires,commentaire
débrouilla,débrouiller
débrouillai,débrouiller
débrouillaient,débrouiller
débrouillais,débrouiller
débrouillait,débrouiller
débrouillant,débrouiller
débrouille,débrouiller
débrouillent,débrouiller
débrouiller,débrouiller
débrouillera,débrouiller
débrouillerai,débrouiller
débrouilleraient,débrouiller
débrouillerais,débrouiller
débrouillerait,débrouiller
débrouilleras,débrouiller
débrouillerez,débrouiller
débrouillerions,débrouiller
débrouillerons,débrouiller
débrouilleront,débrouiller
débrouilles,débrouiller
débrouillez,débrouiller
débrouilliez,débrouiller
débrouillions,débrouiller
débrouillons,débrouiller
débrouillât,débrouiller
débrouillé,débrouiller
débrouillée,débrouiller
débrouillées,débrouiller
débrouillés,débrouiller
loisir,loisir
loisirs,loisir
nuance,nuance
nuances,nuance
rampe,rampe
rampes,rampe
restent,ruer
ronde,ronde
rondes,ronde
rua,ruer
ruai,ruer
ruaient,ruer
ruais,ruer
ruait,ruer
ruant,ruer
rue,ruer
ruent,ruer
ruer,ruer
rueront,ruer
rues,ruer
ruons,ruer
ruâmes,ruer
ruât,ruer
ruèrent,ruer
rué,ruer
ruée,ruer
ruées,ruer
rués,ruer
sport,sport
sports,sport
timbre,timbre
timbres,timbre
économique,économique
économiques,économique
émerveilla,émerveiller
émerveillai,émerveiller
émerveillaient,émerveiller
émerveillais,émerveiller
émerveillait,émerveiller
émerveillant,émerveiller
émerveille,émerveiller
émerveillent,émerveiller
émerveiller,émerveiller
émerveillerait,émerveiller
émerveillèrent,émerveiller
émerveillé,émerveiller
émerveillée,émerveiller
émerveillées,émerveiller
émerveillés,émerveiller
coud,coudre
coudra,coudre
coudrai,coudre
coudrais,coudre
coudrait,coudre
coudras,coudre
coudre,coudre
couds,coudre
cousaient,coudre
cousait,coudre
cousant,coudre
couse,coudre
cousent,coudre
cousez,coudre
cousiez,coudre
cousirent,coudre
cousissent,coudre
cousit,coudre
cousu,coudre
cousue,coudre
cousues,coudre
cousus,coudre
peint,peint
peinte,peint
peintes,peint
peints,peint
rempli,rempli
remplie,rempli
remplies,rempli
remplis,rempli
réussite,réussite
réussites,réussite
actuel,actuel
actuelle,actuel
actuelles,actuel
actuels,actuel
conclusion,conclusion
conclusions,conclusion
falaise,falaise
falaises,falaise
marre,marre
re-vit,revivre
revis,revivre
revit,revivre
revivaient,revivre
revivais,revivre
revivait,revivre
revivant,revivre
revive,revivre
revivent,revivre
revivez,revivre
revivions,revivre
revivons,revivre
revivra,revivre
revivrai,revivre
revivraient,revivre
revivrais,revivre
revivrait,revivre
revivras,revivre
revivre,revivre
revivrez,revivre
revivrons,revivre
revécu,revivre
revécue,revivre
revécurent,revivre
revécut,revivre
royaume,royaume
royaumes,royaume
abîme,abîme
abîmes,abîme
borne,borne
bornes,borne
chèvre,chèvre
chèvres,chèvre
confusion,confusion
confusions,confusion
couronne,couronne
couronnes,couronne
déplaira,déplaire
déplairaient,déplaire
déplairait,déplaire
déplaire,déplaire
déplairont,déplaire
déplais,déplaire
déplaisaient,déplaire
déplaisais,déplaire
déplaisait,déplaire
déplaisant,déplaire
déplaise,déplaire
déplaisent,déplaire
déplaisez,déplaire
déplaisiez,déplaire
déplaît,déplaire
déplu,déplaire
déplurent,déplaire
déplut,déplaire
déplût,déplaire
guise,guise
piétina,piétiner
piétinai,piétiner
piétinaient,piétiner
piétinais,piétiner
piétinait,piétiner
piétinant,piétiner
piétine,piétiner
piétinent,piétiner
piétiner,piétiner
piétinera,piétiner
piétinerai,piétiner
piétinerais,piétiner
piétinerait,piétiner
piétineront,piétiner
piétinez,piétiner
piétinons,piétiner
piétinèrent,piétiner
piétiné,piétiner
piétinée,piétiner
piétinées,piétiner
piétinés,piétiner
professionnel,professionnel
professionnelle,professionnel
professionnelles,professionnel
professionnels,professionnel
propriété,propriété
propriétés,propriété
révélation,révélation
révélations,révélation
tentation,tentation
tentations,tentation
tuyau,tuyau
tuyaux,tuyau
échoua,échouer
échouai,échouer
échouaient,échouer
échouais,échouer
échouait,échouer
échouant,échouer
échoue,échouer
échouent,échouer
échouer,échouer
échouera,échouer
échouerai,échouer
échoueraient,échouer
échouerais,échouer
échouerait,échouer
échoueras,échouer
échouerez,échouer
échouerons,échouer
échoueront,échouer
échouez,échouer
échouiez,échouer
échouions,échouer
échouons,échouer
échouâmes,échouer
échouât,échouer
échouèrent,échouer
échoué,échouer
échouée,échouer
échouées,échouer
échoués,échouer
affola,affoler
affolai,affoler
affolaient,affoler
affolais,affoler
affolait,affoler
affolant,affoler
affole,affoler
affolent,affoler
affoler,affoler
affolera,affoler
affolerais,affoler
affolerait,affoler
affoleront,affoler
affoles,affoler
affolez,affoler
affoliez,affoler
affolons,affoler
affolât,affoler
affolèrent,affoler
affolé,affoler
affolée,affoler
affolées,affoler
affolés,affoler
critique,critique
critiques,critique
dépouilla,dépouiller
dépouillaient,dépouiller
dépouillais,dépouiller
dépouillait,dépouiller
dépouillant,dépouiller
dépouille,dépouiller
dépouillent,dépouiller
dépouiller,dépouiller
dépouillera,dépouiller
dépouillerais,dépouiller
dépouillerait,dépouiller
dépouillerez,dépouiller
dépouilles,dépouiller
dépouillez,dépouiller
dépouillons,dépouiller
dépouillât,dépouiller
dépouillèrent,dépouiller
dépouillé,dépouiller
dépouillée,dépouiller
dépouillées,dépouiller
dépouillés,dépouiller
politesse,politesse
politesses,politesse
ressort,ressort
ressorts,ressort
salope,salope
salopes,salope
sexuel,sexuel
sexuelle,sexuel
sexuelles,sexuel
sexuels,sexuel
gaffe,gaffe
gaffes,gaffe
rangée,rangée
rangées,rangée
reliaient,relier
reliait,relier
reliant,relier
relie,relier
relient,relier
relier,relier
reliera,relier
reliez,relier
reliât,relier
relié,relier
reliée,relier
reliées,relier
reliés,relier
tube,tube
tubes,tube
cuira,cuire
cuirai,cuire
cuirait,cuire
cuiras,cuire
cuire,cuire
cuirez,cuire
cuiront,cuire
cuis,cuire
cuisaient,cuire
cuisait,cuire
cuisant,cuire
cuise,cuire
cuisent,cuire
cuises,cuire
cuisez,cuire
cuisiez,cuire
cuisit,cuire
cuisons,cuire
cuit,cuire
cuits,cuire
prudent,prudent
prudente,prudent
prudentes,prudent
prudents,prudent
tremblement,tremblement
tremblements,tremblement
vigne,vigne
vignes,vigne
assassin,assassin
assassins,assassin
considération,considération
considérations,considération
cortège,cortège
cortèges,cortège
démon,démon
démone,démon
démones,démon
démons,démon
frissonna,frissonner
frissonnai,frissonner
frissonnaient,frissonner
frissonnais,frissonner
frissonnait,frissonner
frissonnant,frissonner
frissonne,frissonner
frissonnent,frissonner
frissonner,frissonner
frissonnes,frissonner
frissonnez,frissonner
frissonnèrent,frissonner
frissonné,frissonner
marine,marine
marines,marine
nettement,nettement
plus,plus
résigna,résigner
résignai,résigner
résignaient,résigner
résignais,résigner
résignait,résigner
résignant,résigner
résignassent,résigner
résigne,résigner
résignent,résigner
résigner,résigner
résignera,résigner
résignerais,résigner
résignerait,résigner
résigneront,résigner
résignez,résigner
résignions,résigner
résignâmes,résigner
résignât,résigner
résignèrent,résigner
résigné,résigner
résignée,résigner
résignées,résigner
résignés,résigner
secteur,secteur
secteurs,secteur
tournant,tournant
tournants,tournant
canapé,canapé
canapés,canapé
cher,cher
cira,cirer
ciraient,cirer
cirais,cirer
cirait,cirer
cirant,cirer
cire,cirer
cirent,cirer
cirer,cirer
cirerais,cirer
cirerait,cirer
cires,cirer
cirez,cirer
cirions,cirer
cirons,cirer
ciré,cirer
cirée,cirer
cirées,cirer
cirés,cirer
crédit,crédit
crédits,crédit
gorgée,gorgée
gorgées,gorgée
pute,pute
putes,pute
élance,élancer
élancent,élancer
élancer,élancer
élancera,élancer
élanceraient,élancer
élancerait,élancer
élancerions,élancer
élanceront,élancer
élancions,élancer
élancèrent,élancer
élancé,élancer
élancée,élancer
élancées,élancer
élancés,élancer
élança,élancer
élançai,élancer
élançaient,élancer
élançais,élancer
élançait,élancer
élançant,élancer
décora,décorer
décorai,décorer
décoraient,décorer
décorais,décorer
décorait,décorer
décorant,décorer
décore,décorer
décorent,décorer
décorer,décorer
décorera,décorer
décorerait,décorer
décoreront,décorer
décorez,décorer
décorât,décorer
décorèrent,décorer
décoré,décorer
décorée,décorer
décorées,décorer
décorés,décorer
hôte,hôte
hôtes,hôte
maligne,malin
malignes,malin
malin,malin
malins,malin
notamment,notamment
prof,prof
profs,prof
sacrifia,sacrifier
sacrifiaient,sacrifier
sacrifiais,sacrifier
sacrifiait,sacrifier
sacrifiant,sacrifier
sacrifie,sacrifier
sacrifient,sacrifier
sacrifier,sacrifier
sacrifiera,sacrifier
sacrifierai,sacrifier
sacrifieraient,sacrifier
sacrifierais,sacrifier
sacrifierait,sacrifier
sacrifieras,sacrifier
sacrifierez,sacrifier
sacrifieriez,sacrifier
sacrifierions,sacrifier
sacrifierons,sacrifier
sacrifies,sacrifier
sacrifiez,sacrifier
sacrifiiez,sacrifier
sacrifions,sacrifier
sacrifiât,sacrifier
sacrifièrent,sacrifier
sacrifié,sacrifier
sacrifiée,sacrifier
sacrifiées,sacrifier
sacrifiés,sacrifier
temple,temple
temples,temple
courant,courant
courante,courant
courantes,courant
courants,courant
pris,pris
prise,pris
prises,pris
proposition,proposition
propositions,proposition
puni,punir
punie,punir
punies,punir
punir,punir
punira,punir
punirai,punir
punirais,punir
punirait,punir
puniras,punir
punirez,punir
punirons,punir
puniront,punir
punis,punir
punissaient,punir
punissais,punir
punissait,punir
punissant,punir
punisse,punir
punissent,punir
punisses,punir
punissez,punir
punissions,punir
punissons,punir
punit,punir
éclatant,éclatant
éclatante,éclatant
éclatantes,éclatant
éclatants,éclatant
chanteur,chanteur
chanteurs,chanteur
chanteuse,chanteur
chanteuses,chanteur
célèbre,célébrer
célèbrent,célébrer
célèbres,célébrer
célébra,célébrer
célébraient,célébrer
célébrais,célébrer
célébrait,célébrer
célébrant,célébrer
célébrer,célébrer
célébrera,célébrer
célébrerais,célébrer
célébrerait,célébrer
célébrerons,célébrer
célébreront,célébrer
célébriez,célébrer
célébrions,célébrer
célébrons,célébrer
célébrâmes,célébrer
célébrât,célébrer
célébrèrent,célébrer
célébré,célébrer
célébrée,célébrer
célébrées,célébrer
célébrés,célébrer
exceptionnel,exceptionnel
exceptionnelle,exceptionnel
exceptionnelles,exceptionnel
exceptionnels,exceptionnel
mortel,mortel
mortelle,mortel
mortelles,mortel
mortels,mortel
nostalgie,nostalgie
nostalgies,nostalgie
opéra,opéra
opéras,opéra
papillon,papillon
papillons,papillon
prudence,prudence
prudences,prudence
pudeur,pudeur
pudeurs,pudeur
rôda,rôder
rôdai,rôder
rôdaient,rôder
rôdais,rôder
rôdait,rôder
rôdant,rôder
rôde,rôder
rôdent,rôder
rôder,rôder
rôdera,rôder
rôderai,rôder
rôderait,rôder
rôdes,rôder
rôdez,rôder
rôdiez,rôder
rôdions,rôder
rôdâmes,rôder
rôdèrent,rôder
rôdé,rôder
rôdée,rôder
rôdés,rôder
suffisamment,suffisamment
arrivé,arrivé
arrivée,arrivé
arrivées,arrivé
arrivés,arrivé
assistance,assistance
assistances,assistance
collier,collier
colliers,collier
damoiseau,damoiseau
demoiselle,damoiseau
demoiselles,damoiseau
illumina,illuminer
illuminaient,illuminer
illuminait,illuminer
illuminant,illuminer
illumine,illuminer
illuminent,illuminer
illuminer,illuminer
illuminera,illuminer
illuminerai,illuminer
illuminerait,illuminer
illumineront,illuminer
illuminez,illuminer
illuminèrent,illuminer
illuminé,illuminer
illuminée,illuminer
illuminées,illuminer
illuminés,illuminer
innocence,innocence
innocences,innocence
rempart,rempart
remparts,rempart
sanglant,sanglant
sanglante,sanglant
sanglantes,sanglant
sanglants,sanglant
commenta,commenter
commentai,commenter
commentaient,commenter
commentais,commenter
commentait,commenter
commentant,commenter
commente,commenter
commentent,commenter
commenter,commenter
commentera,commenter
commenterai,commenter
commenterait,commenter
commentez,commenter
commentions,commenter
commenté,commenter
commentée,commenter
commentées,commenter
commentés,commenter
pose,pose
poses,pose
poêle,poêle
poêles,poêle
rock,rock
rocks,rock
ruse,ruse
ruses,ruse
ève,ève
affiche,affiche
affiches,affiche
calcul,calcul
calculs,calcul
car,car
cars,car
joueur,joueur
joueurs,joueur
joueuse,joueur
joueuses,joueur
néglige,négliger
négligea,négliger
négligeai,négliger
négligeaient,négliger
négligeais,négliger
négligeait,négliger
négligeant,négliger
négligent,négliger
négligeons,négliger
négliger,négliger
négligera,négliger
négligerai,négliger
négligerait,négliger
négligeriez,négliger
négliges,négliger
négligez,négliger
négligeât,négliger
négligiez,négliger
négligions,négliger
négligèrent,négliger
négligé,négliger
négligée,négliger
négligées,négliger
négligés,négliger
parfaire,parfaire
parfais,parfaire
parfaisais,parfaire
parfaisait,parfaire
parfait,parfaire
parfaite,parfaire
parfaites,parfaire
parfaits,parfaire
parferont,parfaire
parfit,parfaire
personnalité,personnalité
personnalités,personnalité
baie,baie
baies,baie
bonté,bonté
bontés,bonté
délire,délire
délires,délire
valet,valet
valets,valet
arrosa,arroser
arrosaient,arroser
arrosais,arroser
arrosait,arroser
arrosant,arroser
arrose,arroser
arrosent,arroser
arroser,arroser
arrosera,arroser
arroserais,arroser
arroserait,arroser
arroseras,arroser
arroserez,arroser
arroseront,arroser
arroses,arroser
arrosez,arroser
arrosiez,arroser
arrosions,arroser
arrosons,arroser
arrosèrent,arroser
arrosé,arroser
arrosée,arroser
arrosées,arroser
arrosés,arroser
discrètement,discrètement
décolla,décoller
décollai,décoller
décollaient,décoller
décollais,décoller
décollait,décoller
décollant,décoller
décollassions,décoller
décolle,décoller
décollent,décoller
décoller,décoller
décollera,décoller
décollerai,décoller
décollerait,décoller
décolleras,décoller
décollerons,décoller
décolleront,décoller
décolles,décoller
décollez,décoller
décollons,décoller
décollèrent,décoller
décollé,décoller
décollée,décoller
décollées,décoller
décollés,décoller
délice,délice
délices,délice
gravement,gravement
intrigua,intriguer
intriguaient,intriguer
intriguait,intriguer
intriguant,intriguer
intriguassent,intriguer
intrigue,intriguer
intriguent,intriguer
intriguer,intriguer
intriguera,intriguer
intriguerait,intriguer
intrigues,intriguer
intriguez,intriguer
intriguât,intriguer
intriguèrent,intriguer
intrigué,intriguer
intriguée,intriguer
intrigués,intriguer
mûr,mûr
mûre,mûr
mûres,mûr
mûrs,mûr
orchestre,orchestre
orchestres,orchestre
surprenant,surprenant
surprenante,surprenant
surprenantes,surprenant
surprenants,surprenant
témoignage,témoignage
témoignages,témoignage
ébloui,éblouir
éblouie,éblouir
éblouies,éblouir
éblouir,éblouir
éblouira,éblouir
éblouirai,éblouir
éblouirait,éblouir
éblouirent,éblouir
éblouirez,éblouir
éblouis,éblouir
éblouissaient,éblouir
éblouissait,éblouir
éblouissant,éblouir
éblouisse,éblouir
éblouissent,éblouir
éblouisses,éblouir
éblouissez,éblouir
éblouissions,éblouir
éblouit,éblouir
barrage,barrage
barrages,barrage
contrôle,contrôle
contrôles,contrôle
courba,courber
courbaient,courber
courbait,courber
courbant,courber
courbe,courber
courbent,courber
courber,courber
courberait,courber
courbez,courber
courbons,courber
courbé,courber
courbée,courber
courbées,courber
courbés,courber
exaspère,exaspérer
exaspèrent,exaspérer
exaspéra,exaspérer
exaspéraient,exaspérer
exaspérais,exaspérer
exaspérait,exaspérer
exaspérant,exaspérer
exaspérer,exaspérer
exaspérera,exaspérer
exaspéreraient,exaspérer
exaspérerait,exaspérer
exaspérez,exaspérer
exaspérât,exaspérer
exaspérèrent,exaspérer
exaspéré,exaspérer
exaspérée,exaspérer
exaspérées,exaspérer
exaspérés,exaspérer
inspecteur,inspecteur
inspecteurs,inspecteur
inspectrice,inspecteur
morne,morne
mornes,morne
para,parer
parai,parer
paraient,parer
parais,parer
parait,parer
parant,parer
pare,parer
parent,parer
parer,parer
parerai,parer
parerait,parer
parez,parer
paré,parer
parée,parer
parées,parer
parés,parer
peupla,peupler
peuplaient,peupler
peuplait,peupler
peuplant,peupler
peuple,peupler
peuplent,peupler
peupler,peupler
peuplera,peupler
peuplerait,peupler
peupleront,peupler
peuplèrent,peupler
peuplé,peupler
peuplée,peupler
peuplées,peupler
peuplés,peupler
prairie,prairie
prairies,prairie
solennel,solennel
solennelle,solennel
solennelles,solennel
solennels,solennel
brosse,brosse
brosses,brosse
contourna,contourner
contournai,contourner
contournaient,contourner
contournais,contourner
contournait,contourner
contournant,contourner
contourne,contourner
contournent,contourner
contourner,contourner
contournera,contourner
contournerai,contourner
contournerais,contourner
contournerez,contourner
contournerons,contourner
contournes,contourner
contournez,contourner
contournions,contourner
contournons,contourner
contournèrent,contourner
contourné,contourner
contournée,contourner
contournées,contourner
contournés,contourner
dissipa,dissiper
dissipaient,dissiper
dissipait,dissiper
dissipant,dissiper
dissipe,dissiper
dissipent,dissiper
dissiper,dissiper
dissipera,dissiper
dissiperais,dissiper
dissiperait,dissiper
dissiperont,dissiper
dissipez,dissiper
dissipèrent,dissiper
dissipé,dissiper
dissipée,dissiper
dissipées,dissiper
dissipés,dissiper
dix-sept,dix-sept
entrouvert,entrouvrir
entrouverte,entrouvrir
entrouvertes,entrouvrir
entrouverts,entrouvrir
entrouvraient,entrouvrir
entrouvrait,entrouvrir
entrouvrant,entrouvrir
entrouvre,entrouvrir
entrouvrent,entrouvrir
entrouvrir,entrouvrir
entrouvrirait,entrouvrir
entrouvrirent,entrouvrir
entrouvris,entrouvrir
entrouvrit,entrouvrir
entrouvrît,entrouvrir
orange,orange
oranges,orange
raidi,raidir
raidie,raidir
raidies,raidir
raidir,raidir
raidirent,raidir
raidis,raidir
raidissaient,raidir
raidissais,raidir
raidissait,raidir
raidissant,raidir
raidisse,raidir
raidissent,raidir
raidissez,raidir
raidit,raidir
unes,unes
barreau,barreau
barreaux,barreau
bille,bille
billes,bille
cirque,cirque
cirques,cirque
grince,grincer
grincent,grincer
grincer,grincer
grincerait,grincer
grinces,grincer
grincez,grincer
grincèrent,grincer
grincé,grincer
grinça,grincer
grinçaient,grincer
grinçais,grincer
grinçait,grincer
grinçant,grincer
grinçât,grincer
talus,talus
tentative,tentative
tentatives,tentative
audace,audace
audaces,audace
automobile,automobile
automobiles,automobile
aveugle,aveugle
aveugles,aveugle
clin,clin
clins,clin
clos,clos
close,clos
closes,clos
corne,corne
cornes,corne
correspond,correspondre
correspondaient,correspondre
correspondais,correspondre
correspondait,correspondre
correspondant,correspondre
corresponde,correspondre
correspondent,correspondre
correspondez,correspondre
correspondiez,correspondre
correspondions,correspondre
correspondra,correspondre
correspondrai,correspondre
correspondraient,correspondre
correspondrait,correspondre
correspondre,correspondre
correspondrons,correspondre
corresponds,correspondre
correspondu,correspondre
correspondît,correspondre
déplia,déplier
dépliai,déplier
dépliaient,déplier
dépliais,déplier
dépliait,déplier
dépliant,déplier
déplie,déplier
déplient,déplier
déplier,déplier
déplies,déplier
déplions,déplier
dépliâmes,déplier
déplièrent,déplier
déplié,déplier
dépliée,déplier
dépliées,déplier
dépliés,déplier
envers,envers
flacon,flacon
flacons,flacon
méfiance,méfiance
méfiances,méfiance
rafale,rafale
rafales,rafale
rouillaient,rouiller
rouillait,rouiller
rouillant,rouiller
rouille,rouiller
rouillent,rouiller
rouiller,rouiller
rouillerait,rouiller
rouilleront,rouiller
rouilles,rouiller
rouillé,rouiller
rouillée,rouiller
rouillées,rouiller
rouillés,rouiller
rêverie,rêverie
rêveries,rêverie
saloperie,saloperie
saloperies,saloperie
amertume,amertume
amertumes,amertume
cloua,clouer
clouai,clouer
clouaient,clouer
clouait,clouer
clouant,clouer
cloue,clouer
clouent,clouer
clouer,clouer
clouera,clouer
clouerai,clouer
cloueraient,clouer
clouerait,clouer
cloueras,clouer
clouerez,clouer
clouez,clouer
clouions,clouer
clouons,clouer
clouèrent,clouer
cloué,clouer
clouée,clouer
clouées,clouer
cloués,clouer
durée,durée
durées,durée
désagréable,désagréable
désagréables,désagréable
final,final
finale,final
finales,final
finaux,final
pelouse,pelouse
pelouses,pelouse
philosophe,philosophe
philosophes,philosophe
rampa,ramper
rampai,ramper
rampaient,ramper
rampais,ramper
rampait,ramper
rampant,ramper
rampe,ramper
rampent,ramper
ramper,ramper
rampera,ramper
ramperai,ramper
ramperaient,ramper
ramperais,ramper
ramperas,ramper
ramperez,ramper
rampes,ramper
rampez,ramper
rampiez,ramper
rampions,ramper
rampons,ramper
rampèrent,ramper
rampé,ramper
rampée,ramper
renouvela,renouveler
renouvelai,renouveler
renouvelaient,renouveler
renouvelais,renouveler
renouvelait,renouveler
renouvelant,renouveler
renouveler,renouveler
renouvelez,renouveler
renouvelions,renouveler
renouvelle,renouveler
renouvellent,renouveler
renouvellera,renouveler
renouvellerai,renouveler
renouvellerait,renouveler
renouvellerons,renouveler
renouvelleront,renouveler
renouvelles,renouveler
renouvelons,renouveler
renouvelâmes,renouveler
renouvelât,renouveler
renouvelèrent,renouveler
renouvelé,renouveler
renouvelée,renouveler
renouvelées,renouveler
renouvelés,renouveler
tonnerre,tonnerre
tonnerres,tonnerre
vis-à-vis,vis-à-vis
apparent,apparent
apparente,apparent
apparentes,apparent
apparents,apparent
civilisation,civilisation
civilisations,civilisation
conseiller,conseiller
conseillers,conseiller
conseillère,conseiller
conseillères,conseiller
convoqua,convoquer
convoquai,convoquer
convoquaient,convoquer
convoquait,convoquer
convoquant,convoquer
convoque,convoquer
convoquent,convoquer
convoquer,convoquer
convoquera,convoquer
convoquerai,convoquer
convoqueraient,convoquer
convoquerait,convoquer
convoquerez,convoquer
convoqueront,convoquer
convoquez,convoquer
convoquions,convoquer
convoquons,convoquer
convoquât,convoquer
convoquèrent,convoquer
convoqué,convoquer
convoquée,convoquer
convoquées,convoquer
convoqués,convoquer
imaginaire,imaginaire
imaginaires,imaginaire
inscription,inscription
inscriptions,inscription
loulou,loulou
loulous,loulou
monument,monument
monuments,monument
net,net
pape,pape
papes,pape
personnel,personnel
personnels,personnel
relief,relief
reliefs,relief
sombra,sombrer
sombrai,sombrer
sombraient,sombrer
sombrais,sombrer
sombrait,sombrer
sombrant,sombrer
sombre,sombrer
sombrent,sombrer
sombrer,sombrer
sombrera,sombrer
sombreraient,sombrer
sombrerais,sombrer
sombrerait,sombrer
sombrerez,sombrer
sombrerons,sombrer
sombres,sombrer
sombrez,sombrer
sombrions,sombrer
sombrons,sombrer
sombrèrent,sombrer
sombré,sombrer
sombrée,sombrer
sombrées,sombrer
sombrés,sombrer
tambour,tambour
tambours,tambour
vilain,vilain
vilaine,vilain
vilaines,vilain
vilains,vilain
élargi,élargir
élargie,élargir
élargies,élargir
élargir,élargir
élargira,élargir
élargirait,élargir
élargirent,élargir
élargirez,élargir
élargirons,élargir
élargis,élargir
élargissaient,élargir
élargissait,élargir
élargissant,élargir
élargissent,élargir
élargissez,élargir
élargissions,élargir
élargit,élargir
élargît,élargir
évêque,évêque
évêques,évêque
afficha,afficher
affichaient,afficher
affichais,afficher
affichait,afficher
affichant,afficher
affiche,afficher
affichent,afficher
afficher,afficher
affichera,afficher
afficherai,afficher
afficherait,afficher
affiches,afficher
affichez,afficher
affichions,afficher
affichons,afficher
affichât,afficher
affichèrent,afficher
affiché,afficher
affichée,afficher
affichées,afficher
affichés,afficher
battement,battement
battements,battement
brin,brin
brins,brin
bronze,bronze
bronzes,bronze
cil,cil
cils,cil
court,court
laisse,laisse
laisses,laisse
limita,limiter
limitai,limiter
limitaient,limiter
limitais,limiter
limitait,limiter
limitant,limiter
limite,limiter
limitent,limiter
limiter,limiter
limitera,limiter
limiterai,limiter
limiteraient,limiter
limiterait,limiter
limiteront,limiter
limites,limiter
limitez,limiter
limitions,limiter
limitons,limiter
limité,limiter
limitée,limiter
limitées,limiter
limités,limiter
moto,moto
motos,moto
pigeon,pigeon
pigeonne,pigeon
pigeons,pigeon
serrure,serrure
serrures,serrure
dialogue,dialogue
dialogues,dialogue
effrayant,effrayant
effrayante,effrayant
effrayantes,effrayant
effrayants,effrayant
foulard,foulard
foulards,foulard
liquide,liquide
liquides,liquide
pension,pension
pensions,pension
rouleau,rouleau
rouleaux,rouleau
tassa,tasser
tassai,tasser
tassaient,tasser
tassais,tasser
tassait,tasser
tassant,tasser
tasse,tasser
tassent,tasser
tasser,tasser
tassera,tasser
tasserai,tasser
tasserait,tasser
tasses,tasser
tassez,tasser
tassiez,tasser
tassons,tasser
tassèrent,tasser
tassé,tasser
tassée,tasser
tassées,tasser
tassés,tasser
triompha,triompher
triomphai,triompher
triomphaient,triompher
triomphais,triompher
triomphait,triompher
triomphant,triompher
triomphe,triompher
triomphent,triompher
triompher,triompher
triomphera,triompher
triompherai,triompher
triompherais,triompher
triompherait,triompher
triompheras,triompher
